Filename,Record,AnnType
513,00735,(N
514,00735,(N
515,00735,(N
516,00735,(N
517,00735,(N
518,00735,(N
519,00735,(N
520,00735,(N
521,00735,(N
522,00735,(N
523,00735,(N
524,00735,(N
525,00735,(N
526,00735,(N
527,00735,(N
528,00735,(N
529,00735,(N
530,00735,(N
531,00735,(N
532,00735,(N
533,00735,(N
534,00735,(N
535,00735,(N
536,00735,(N
537,00735,(N
538,00735,(N
539,00735,(N
540,00735,(N
541,00735,(N
542,00735,(N
543,00735,(N
544,00735,(N
545,00735,(N
546,00735,(N
547,00735,(N
548,00735,(N
549,00735,(N
550,00735,(N
551,00735,(N
552,00735,(N
553,00735,(N
554,00735,(N
555,00735,(N
556,00735,(N
557,00735,(N
558,00735,(N
559,00735,(N
560,00735,(N
561,00735,(N
562,00735,(N
563,00735,(N
564,00735,(N
565,00735,(N
566,00735,(N
567,00735,(N
568,00735,(N
569,00735,(N
570,00735,(N
571,00735,(N
572,00735,(N
573,00735,(N
574,00735,(N
575,00735,(N
576,00735,(N
577,00735,(N
578,00735,(N
579,00735,(N
580,00735,(N
581,00735,(N
582,00735,(N
583,00735,(N
584,00735,(N
585,00735,(N
586,00735,(N
587,00735,(N
588,00735,(N
589,00735,(N
590,00735,(N
591,00735,(N
592,00735,(N
593,00735,(N
594,00735,(N
595,00735,(N
596,00735,(N
597,00735,(N
598,00735,(N
599,00735,(N
600,00735,(N
601,00735,(N
602,00735,(N
603,00735,(N
604,00735,(N
605,00735,(N
606,00735,(N
607,00735,(N
608,00735,(N
609,00735,(N
610,00735,(N
611,00735,(N
612,00735,(N
613,00735,(N
614,00735,(N
615,00735,(N
616,00735,(N
617,00735,(N
618,00735,(N
619,00735,(N
620,00735,(N
621,00735,(N
622,00735,(N
623,00735,(N
624,00735,(N
625,00735,(N
626,00735,(N
627,00735,(N
628,00735,(N
629,00735,(N
630,00735,(N
631,00735,(N
632,00735,(N
633,00735,(N
634,00735,(N
635,00735,(N
636,00735,(N
637,00735,(N
638,00735,(N
639,00735,(N
640,00735,(N
641,00735,(N
642,00735,(N
643,00735,(N
644,00735,(N
645,00735,(N
646,00735,(N
647,00735,(N
648,00735,(N
649,00735,(N
650,00735,(N
651,00735,(N
652,00735,(N
653,00735,(N
654,00735,(N
655,00735,(N
656,00735,(N
657,00735,(N
658,00735,(N
659,00735,(N
660,00735,(N
661,00735,(N
662,00735,(N
663,00735,(N
664,00735,(N
665,00735,(N
666,00735,(N
667,00735,(N
668,00735,(N
669,00735,(N
670,03665,(N
671,03665,(N
672,03665,(N
673,03665,(N
674,03665,(N
675,03665,(N
676,03665,(N
677,03665,(N
678,03665,(N
679,03665,(N
680,03665,(N
681,03665,(N
682,03665,(N
683,03665,(N
684,03665,(N
685,03665,(N
686,03665,(N
687,03665,(N
688,03665,(N
689,03665,(N
690,03665,(N
691,03665,(N
692,03665,(N
693,03665,(N
694,03665,(N
695,03665,(N
696,03665,(N
697,03665,(N
698,03665,(N
699,03665,(N
700,03665,(N
701,03665,(N
702,03665,(N
703,03665,(N
704,03665,(N
705,03665,(N
706,03665,(N
707,03665,(N
708,03665,(N
709,03665,(N
710,03665,(N
711,03665,(N
712,03665,(N
713,03665,(N
714,03665,(N
715,03665,(N
716,03665,(N
717,03665,(N
718,03665,(N
719,03665,(N
720,03665,(N
721,03665,(N
722,03665,(N
723,03665,(N
724,03665,(N
725,03665,(N
726,03665,(N
727,03665,(N
728,03665,(N
729,03665,(N
730,03665,(N
731,03665,(N
732,03665,(N
733,03665,(N
734,03665,(N
735,03665,(N
736,03665,(N
737,03665,(N
738,03665,(N
739,03665,(N
740,03665,(N
741,03665,(N
742,03665,(N
743,03665,(N
744,03665,(N
745,03665,(N
746,03665,(N
747,03665,(N
748,03665,(N
749,03665,(N
750,03665,(N
751,03665,(N
752,03665,(N
753,03665,(N
754,03665,(N
755,03665,(N
756,03665,(N
757,03665,(N
758,03665,(N
759,03665,(N
760,03665,(N
761,03665,(N
762,03665,(N
763,03665,(N
764,03665,(N
765,03665,(N
766,03665,(N
767,03665,(N
768,03665,(N
769,03665,(N
770,03665,(N
771,03665,(N
772,03665,(N
773,03665,(N
774,03665,(N
775,03665,(N
776,03665,(N
777,03665,(N
778,03665,(N
779,03665,(N
780,03665,(N
781,03665,(N
782,03665,(N
783,03665,(N
784,03665,(N
785,03665,(N
786,03665,(N
787,03665,(N
788,03665,(N
789,03665,(N
790,03665,(N
791,03665,(N
792,03665,(N
793,03665,(N
794,03665,(N
795,03665,(N
796,03665,(N
797,03665,(N
798,03665,(N
799,03665,(N
800,03665,(N
801,03665,(N
802,03665,(N
803,03665,(N
804,03665,(N
805,03665,(N
806,03665,(N
807,03665,(N
808,03665,(N
809,03665,(N
810,03665,(N
811,03665,(N
812,03665,(N
813,03665,(N
814,03665,(N
815,03665,(N
816,03665,(N
817,03665,(N
818,03665,(N
819,03665,(N
820,03665,(N
821,03665,(N
822,03665,(N
823,03665,(N
824,03665,(N
825,03665,(N
826,03665,(N
827,03665,(N
828,03665,(N
829,03665,(N
830,03665,(N
831,03665,(N
832,03665,(N
833,03665,(N
834,03665,(N
835,03665,(N
836,03665,(N
837,03665,(N
838,03665,(N
839,03665,(N
840,03665,(N
841,03665,(N
842,03665,(N
843,03665,(N
844,03665,(N
845,03665,(N
846,03665,(N
847,03665,(N
848,03665,(N
849,03665,(N
850,03665,(N
851,03665,(N
852,03665,(N
853,03665,(N
854,03665,(N
855,03665,(N
856,03665,(N
857,03665,(N
858,03665,(N
859,03665,(N
860,03665,(N
861,03665,(N
862,03665,(N
863,03665,(N
864,03665,(N
865,03665,(N
866,03665,(N
867,03665,(N
868,03665,(N
869,03665,(N
870,03665,(N
871,03665,(N
872,03665,(N
873,03665,(N
874,03665,(N
875,03665,(N
876,03665,(N
877,03665,(N
878,03665,(N
879,03665,(N
880,03665,(N
881,03665,(N
882,03665,(N
883,03665,(N
884,03665,(N
885,03665,(N
886,03665,(N
887,03665,(N
888,03665,(N
889,03665,(N
890,03665,(N
891,03665,(N
892,03665,(N
893,03665,(N
894,03665,(N
895,03665,(N
896,03665,(N
897,03665,(N
898,03665,(N
899,03665,(N
900,03665,(N
901,03665,(N
902,03665,(N
903,03665,(N
904,03665,(N
905,03665,(N
906,03665,(N
907,03665,(N
908,03665,(N
909,03665,(N
910,03665,(N
911,03665,(N
912,03665,(N
913,03665,(N
914,03665,(N
915,03665,(N
916,03665,(N
917,03665,(N
918,03665,(N
919,03665,(N
920,03665,(N
921,03665,(N
922,03665,(AFIB
923,03665,(AFIB
924,03665,(AFIB
925,03665,(AFIB
926,03665,(AFIB
927,03665,(AFIB
928,03665,(AFIB
929,03665,(AFIB
930,03665,(AFIB
931,03665,(AFIB
932,03665,(AFIB
933,03665,(AFIB
934,03665,(AFIB
935,03665,(AFIB
936,03665,(AFIB
937,03665,(AFIB
938,03665,(AFIB
939,03665,(AFIB
940,03665,(AFIB
941,03665,(AFIB
942,03665,(AFIB
943,03665,(AFIB
944,03665,(AFIB
945,03665,(AFIB
946,03665,(AFIB
947,03665,(AFIB
948,03665,(AFIB
949,03665,(AFIB
950,03665,(AFIB
951,03665,(AFIB
952,03665,(AFIB
953,03665,(AFIB
954,03665,(AFIB
955,03665,(AFIB
956,03665,(AFIB
957,03665,(AFIB
958,03665,(AFIB
959,03665,(AFIB
960,03665,(AFIB
961,03665,(AFIB
962,03665,(AFIB
963,03665,(AFIB
964,03665,(AFIB
965,03665,(AFIB
966,03665,(AFIB
967,03665,(AFIB
968,03665,(AFIB
969,03665,(AFIB
970,03665,(AFIB
971,03665,(AFIB
972,03665,(AFIB
973,03665,(AFIB
974,03665,(AFIB
975,03665,(AFIB
976,03665,(AFIB
977,03665,(AFIB
978,03665,(AFIB
979,03665,(AFIB
980,03665,(AFIB
981,03665,(AFIB
982,03665,(AFIB
983,03665,(AFIB
984,03665,(AFIB
985,03665,(AFIB
986,03665,(AFIB
987,03665,(AFIB
988,03665,(AFIB
989,03665,(AFIB
990,03665,(AFIB
991,03665,(AFIB
992,03665,(AFIB
993,03665,(AFIB
994,03665,(AFIB
995,03665,(AFIB
996,03665,(AFIB
997,03665,(AFIB
998,03665,(AFIB
999,03665,(AFIB
1000,03665,(AFIB
1001,03665,(AFIB
1002,03665,(AFIB
1003,03665,(AFIB
1004,03665,(AFIB
1005,03665,(AFIB
1006,03665,(AFIB
1007,03665,(AFIB
1008,03665,(AFIB
1009,03665,(AFIB
1010,03665,(AFIB
1011,03665,(AFIB
1012,03665,(AFIB
1013,03665,(AFIB
1014,03665,(AFIB
1015,03665,(AFIB
1016,03665,(AFIB
1017,03665,(AFIB
1018,03665,(AFIB
1019,03665,(AFIB
1020,03665,(AFIB
1021,03665,(AFIB
1022,03665,(AFIB
1023,03665,(AFIB
1024,03665,(AFIB
1025,03665,(AFIB
1026,03665,(AFIB
1027,03665,(AFIB
1028,03665,(AFIB
1029,03665,(AFIB
1030,03665,(AFIB
1031,03665,(AFIB
1032,03665,(AFIB
1033,03665,(AFIB
1034,03665,(AFIB
1035,03665,(AFIB
1036,03665,(AFIB
1037,03665,(AFIB
1038,03665,(AFIB
1039,03665,(AFIB
1040,03665,(AFIB
1041,03665,(AFIB
1042,03665,(AFIB
1043,03665,(AFIB
1044,03665,(AFIB
1045,03665,(AFIB
1046,03665,(AFIB
1047,03665,(AFIB
1048,03665,(AFIB
1049,03665,(AFIB
1050,03665,(AFIB
1051,03665,(AFIB
1052,03665,(AFIB
1053,03665,(AFIB
1054,03665,(AFIB
1055,03665,(AFIB
1056,03665,(AFIB
1057,03665,(AFIB
1058,03665,(AFIB
1059,03665,(AFIB
1060,03665,(AFIB
1061,03665,(AFIB
1062,03665,(AFIB
1063,03665,(AFIB
1064,03665,(AFIB
1065,03665,(AFIB
1066,03665,(AFIB
1067,03665,(AFIB
1068,03665,(AFIB
1069,03665,(AFIB
1070,03665,(AFIB
1071,03665,(AFIB
1072,03665,(AFIB
1073,03665,(AFIB
1074,03665,(AFIB
1075,03665,(AFIB
1076,03665,(AFIB
1077,03665,(AFIB
1078,03665,(AFIB
1079,03665,(AFIB
1080,03665,(AFIB
1081,03665,(AFIB
1082,03665,(AFIB
1083,03665,(AFIB
1084,03665,(AFIB
1085,03665,(AFIB
1086,03665,(AFIB
1087,03665,(AFIB
1088,03665,(AFIB
1089,03665,(AFIB
1090,03665,(AFIB
1091,03665,(AFIB
1092,03665,(AFIB
1093,03665,(AFIB
1094,03665,(AFIB
1095,03665,(AFIB
1096,03665,(AFIB
1097,03665,(AFIB
1098,03665,(AFIB
1099,03665,(AFIB
1100,03665,(AFIB
1101,03665,(AFIB
1102,03665,(AFIB
1103,03665,(J
1104,03665,(J
1105,03665,(J
1106,03665,(J
1107,03665,(J
1108,03665,(J
1109,03665,(J
1110,03665,(J
1111,03665,(J
1112,03665,(J
1113,03665,(J
1114,03665,(J
1115,03665,(J
1116,03665,(J
1117,03665,(J
1118,03665,(J
1119,03665,(J
1120,03665,(J
1121,03665,(J
1122,03665,(J
1123,03665,(J
1124,03665,(J
1125,03665,(J
1126,03665,(J
1127,03665,(J
1128,03665,(J
1129,03665,(J
1130,03665,(J
1131,03665,(J
1132,03665,(J
1133,03665,(J
1134,03665,(J
1135,03665,(J
1136,03665,(J
1137,03665,(J
1138,03665,(J
1139,03665,(J
1140,03665,(J
1141,03665,(J
1142,03665,(J
1143,03665,(J
1144,03665,(J
1145,03665,(J
1146,03665,(J
1147,03665,(J
1148,03665,(J
1149,03665,(J
1150,03665,(J
1151,03665,(J
1152,03665,(J
1153,03665,(J
1154,03665,(J
1155,03665,(J
1156,03665,(J
1157,03665,(J
1158,03665,(J
1159,03665,(J
1160,03665,(J
1161,03665,(J
1162,03665,(J
1163,03665,(J
1164,03665,(J
1165,03665,(J
1166,03665,(J
1167,03665,(J
1168,03665,(J
1169,03665,(J
1170,03665,(J
1171,03665,(J
1172,03665,(J
1173,03665,(J
1174,03665,(J
1175,03665,(J
1176,03665,(J
1177,03665,(J
1178,03665,(J
1179,03665,(J
1180,03665,(J
1181,03665,(J
1182,03665,(J
1183,03665,(J
1184,03665,(J
1185,03665,(J
1186,03665,(J
1187,03665,(J
1188,03665,(J
1189,03665,(J
1190,03665,(J
1191,03665,(J
1192,03665,(J
1193,03665,(J
1194,03665,(J
1195,03665,(J
1196,03665,(J
1197,03665,(J
1198,03665,(J
1199,03665,(J
1200,03665,(J
1201,03665,(J
1202,03665,(J
1203,03665,(J
1204,03665,(J
1205,03665,(J
1206,03665,(J
1207,03665,(J
1208,03665,(J
1209,03665,(J
1210,03665,(J
1211,03665,(J
1212,03665,(J
1213,03665,(J
1214,03665,(J
1215,03665,(J
1216,03665,(J
1217,03665,(J
1218,03665,(J
1219,03665,(J
1220,03665,(J
1221,03665,(J
1222,03665,(J
1223,03665,(J
1224,03665,(J
1225,03665,(J
1226,03665,(J
1227,03665,(J
1228,03665,(J
1229,03665,(J
1230,03665,(J
1231,03665,(J
1232,03665,(J
1233,03665,(J
1234,03665,(J
1235,03665,(J
1236,03665,(J
1237,03665,(J
1238,03665,(J
1239,03665,(J
1240,03665,(J
1241,03665,(J
1242,03665,(J
1243,03665,(J
1244,03665,(J
1245,03665,(J
1246,03665,(J
1247,03665,(J
1248,03665,(J
1249,03665,(J
1250,03665,(J
1251,03665,(J
1252,03665,(J
1253,03665,(J
1254,03665,(J
1255,03665,(J
1256,03665,(J
1257,03665,(J
1258,03665,(J
1259,03665,(J
1260,03665,(J
1261,03665,(J
1262,03665,(J
1263,03665,(J
1264,03665,(J
1265,03665,(J
1266,03665,(J
1267,03665,(J
1268,03665,(J
1269,03665,(J
1270,03665,(J
1271,03665,(J
1272,03665,(J
1273,03665,(J
1274,03665,(J
1275,03665,(J
1276,03665,(J
1277,03665,(J
1278,03665,(J
1279,03665,(J
1280,03665,(J
1281,03665,(J
1282,03665,(J
1283,03665,(J
1284,03665,(J
1285,03665,(J
1286,03665,(J
1287,03665,(J
1288,03665,(J
1289,03665,(J
1290,03665,(J
1291,03665,(J
1292,03665,(J
1293,03665,(J
1294,03665,(J
1295,03665,(J
1296,03665,(J
1297,03665,(J
1298,03665,(J
1299,03665,(J
1300,03665,(J
1301,03665,(J
1302,03665,(J
1303,03665,(J
1304,03665,(J
1305,03665,(J
1306,03665,(J
1307,03665,(J
1308,03665,(J
1309,03665,(J
1310,03665,(J
1311,03665,(J
1312,03665,(J
1313,03665,(J
1314,03665,(J
1315,03665,(J
1316,03665,(J
1317,03665,(J
1318,03665,(J
1319,03665,(J
1320,03665,(J
1321,03665,(J
1322,03665,(J
1323,03665,(J
1324,03665,(J
1325,03665,(J
1326,03665,(J
1327,03665,(J
1328,03665,(J
1329,03665,(J
1330,03665,(J
1331,03665,(J
1332,03665,(J
1333,03665,(J
1334,03665,(J
1335,03665,(J
1336,03665,(J
1337,03665,(J
1338,03665,(J
1339,03665,(J
1340,03665,(J
1341,03665,(J
1342,03665,(J
1343,03665,(J
1344,03665,(J
1345,03665,(J
1346,03665,(J
1347,03665,(J
1348,03665,(J
1349,03665,(J
1350,03665,(J
1351,03665,(J
1352,03665,(J
1353,03665,(J
1354,03665,(J
1355,03665,(J
1356,03665,(J
1357,03665,(J
1358,03665,(J
1359,03665,(J
1360,03665,(J
1361,03665,(J
1362,03665,(J
1363,03665,(J
1364,03665,(J
1365,03665,(J
1366,03665,(J
1367,03665,(J
1368,03665,(J
1369,03665,(J
1370,03665,(J
1371,03665,(J
1372,03665,(J
1373,03665,(J
1374,03665,(J
1375,03665,(J
1376,03665,(J
1377,03665,(J
1378,03665,(J
1379,03665,(J
1380,03665,(J
1381,03665,(J
1382,03665,(J
1383,03665,(J
1384,03665,(J
1385,03665,(J
1386,03665,(J
1387,03665,(J
1388,03665,(J
1389,03665,(J
1390,03665,(J
1391,03665,(J
1392,03665,(J
1393,03665,(J
1394,03665,(J
1395,03665,(J
1396,03665,(J
1397,03665,(J
1398,03665,(J
1399,03665,(J
1400,03665,(J
1401,03665,(J
1402,03665,(J
1403,03665,(J
1404,03665,(J
1405,03665,(J
1406,03665,(J
1407,03665,(J
1408,03665,(J
1409,03665,(J
1410,03665,(J
1411,03665,(J
1412,03665,(J
1413,03665,(J
1414,03665,(J
1415,03665,(J
1416,03665,(J
1417,03665,(J
1418,03665,(J
1419,03665,(J
1420,03665,(J
1421,03665,(J
1422,03665,(J
1423,03665,(J
1424,03665,(J
1425,03665,(J
1426,03665,(J
1427,03665,(J
1428,03665,(J
1429,03665,(J
1430,03665,(J
1431,03665,(J
1432,03665,(J
1433,03665,(J
1434,03665,(J
1435,03665,(J
1436,03665,(J
1437,03665,(J
1438,03665,(J
1439,03665,(J
1440,03665,(J
1441,03665,(J
1442,03665,(J
1443,03665,(J
1444,03665,(J
1445,03665,(J
1446,03665,(J
1447,03665,(J
1448,03665,(J
1449,03665,(J
1450,03665,(J
1451,03665,(J
1452,03665,(J
1453,03665,(J
1454,03665,(J
1455,03665,(J
1456,03665,(J
1457,03665,(J
1458,03665,(J
1459,03665,(J
1460,03665,(J
1461,03665,(J
1462,03665,(J
1463,03665,(J
1464,03665,(J
1465,03665,(J
1466,03665,(J
1467,03665,(J
1468,03665,(J
1469,03665,(J
1470,03665,(J
1471,03665,(J
1472,03665,(J
1473,03665,(J
1474,03665,(J
1475,03665,(J
1476,03665,(J
1477,03665,(J
1478,03665,(J
1479,03665,(J
1480,03665,(J
1481,03665,(J
1482,03665,(J
1483,03665,(J
1484,03665,(J
1485,03665,(J
1486,03665,(J
1487,03665,(J
1488,03665,(J
1489,03665,(J
1490,03665,(J
1491,03665,(J
1492,03665,(J
1493,03665,(J
1494,03665,(J
1495,03665,(J
1496,03665,(J
1497,03665,(J
1498,03665,(J
1499,03665,(J
1500,03665,(J
1501,03665,(J
1502,03665,(J
1503,03665,(J
1504,03665,(J
1505,03665,(J
1506,03665,(J
1507,03665,(J
1508,03665,(J
1509,03665,(J
1510,03665,(J
1511,03665,(J
1512,03665,(J
1513,03665,(J
1514,03665,(J
1515,03665,(J
1516,03665,(J
1517,03665,(J
1518,03665,(J
1519,03665,(J
1520,03665,(J
1521,03665,(J
1522,03665,(J
1523,03665,(J
1524,03665,(J
1525,03665,(J
1526,03665,(J
1527,03665,(J
1528,03665,(J
1529,03665,(J
1530,03665,(J
1531,03665,(J
1532,03665,(J
1533,03665,(J
1534,03665,(J
1535,03665,(J
1536,03665,(J
1537,03665,(J
1538,03665,(J
1539,03665,(J
1540,03665,(J
1541,03665,(J
1542,04015,(N
1543,04015,(N
1544,04015,(N
1545,04015,(N
1546,04015,(N
1547,04015,(N
1548,04015,(N
1549,04015,(N
1550,04015,(N
1551,04015,(N
1552,04015,(AFIB
1553,04015,(AFIB
1554,04015,(N
1555,04015,(AFIB
1556,04015,(AFIB
1557,04015,(AFIB
1558,04015,(AFIB
1559,04015,(N
1560,04015,(N
1561,04015,(N
1562,04015,(N
1563,04015,(N
1564,04015,(N
1565,04015,(N
1566,04015,(N
1567,04015,(N
1568,04015,(N
1569,04015,(N
1570,04015,(N
1571,04015,(N
1572,04015,(N
1573,04015,(N
1574,04015,(N
1575,04015,(N
1576,04015,(N
1577,04015,(N
1578,04015,(N
1579,04015,(N
1580,04015,(N
1581,04015,(N
1582,04015,(N
1583,04015,(N
1584,04015,(N
1585,04015,(N
1586,04015,(N
1587,04015,(N
1588,04015,(N
1589,04015,(N
1590,04015,(N
1591,04015,(N
1592,04015,(N
1593,04015,(N
1594,04015,(N
1595,04015,(N
1596,04015,(N
1597,04015,(N
1598,04015,(N
1599,04015,(N
